#Chromosome	FeatureStart	FeatureStop	Sequence_IUPAC_Plus	SimilarBlocks	Function	Bile	BSK30	Calcutta	Ensete01	EnseteBedadit	EnseteDerea	FHIA	Itinerans	Kole	Lidi	MasKirana	Pahang	PKW	Tanduk	TongkatLangitMaluku
chr07	7331441	7333182	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	7336447	7338862	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr07	7344943	7347961	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	7348666	7351131	.	.	3	1	1	1	0	0	0	0	0	1	1	1	1	0	1	0
chr07	7361441	7362895	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	7363379	7365769	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	7366575	7368838	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	0
chr07	7370853	7371448	.	.	3	1	1	1	0	0	0	1	0	1	1	1	1	1	1	0
chr07	7376679	7380461	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	0	1	0
chr07	7381196	7382019	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	0	1	1
chr07	7390624	7391988	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	0	0	0
chr07	7393645	7395011	.	.	3	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0
chr07	7396444	7398065	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1
chr07	7457052	7463468	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	0	1	1
chr07	7459834	7462971	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	7467121	7467929	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	7474547	7480728	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	7482101	7483329	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr07	7494847	7503295	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr07	7507079	7508997	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	7513870	7514939	.	.	3	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1
chr07	7522894	7527961	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	7528856	7532523	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr07	7535573	7535821	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	0	1	1
chr07	7536713	7537843	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr07	7560801	7561727	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	7564966	7568193	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	7571724	7574717	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr07	7638941	7647255	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	7648007	7648897	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	7655001	7656709	.	.	3	1	1	1	0	0	0	1	0	1	1	1	1	0	1	1
chr07	7658876	7661273	.	.	3	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
chr07	7662684	7663511	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	7669173	7670740	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr07	7672627	7673711	.	.	3	1	0	1	0	0	0	1	1	1	1	1	1	1	1	0
chr07	7673775	7676542	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr07	7676954	7677034	.	.	3	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1
chr07	7680494	7682973	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	7689235	7690044	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr07	7691975	7693274	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	7694166	7697710	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	7710102	7712664	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	7724820	7727965	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	7728771	7729204	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	7731529	7731777	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	7744693	7744857	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	7745600	7748014	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	7752211	7758053	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	7785754	7788995	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	7789286	7791807	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	7793862	7797215	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	7799947	7802442	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	7805732	7807201	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	7822601	7823269	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	7852830	7860811	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	7890072	7894434	.	.	3	1	1	1	1	0	1	1	0	1	1	1	1	1	1	0
chr07	7900052	7903552	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	7904555	7906525	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	7906755	7907201	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
chr07	7907279	7911030	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	7916070	7925725	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr07	7932616	7938579	.	.	3	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
chr07	7953595	7956973	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	7972269	7975609	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr07	7983294	7986959	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	8012274	8015699	.	.	3	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
chr07	8018654	8019933	.	.	3	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
chr07	8031177	8032180	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	8032215	8036229	.	.	3	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
chr07	8037221	8039283	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	8040027	8042417	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	8043532	8044151	.	.	3	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1
chr07	8044614	8050520	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr07	8051795	8058473	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	8058710	8059613	.	.	3	1	1	1	0	0	0	0	1	1	1	1	1	1	1	0
chr07	8065695	8069027	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	8070977	8071591	.	.	3	1	1	1	0	0	0	1	0	1	1	1	1	0	1	0
chr07	8073724	8074005	.	.	3	1	1	1	0	0	0	1	0	1	1	1	1	0	1	1
chr07	8074023	8074106	.	.	3	1	1	1	0	0	0	1	0	1	1	1	1	0	0	1
chr07	8074130	8074805	.	.	3	1	1	1	0	0	0	1	0	1	1	1	1	0	1	0
chr07	8075007	8075147	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	0	1	0
chr07	8086989	8087066	.	.	3	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
chr07	8089014	8089606	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	8090529	8090930	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	8097487	8099229	.	.	3	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
chr07	8100802	8105708	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr07	8105712	8105822	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	0
chr07	8112358	8115034	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	8151352	8155317	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	8157404	8158284	.	.	3	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
chr07	8160034	8163482	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	8163824	8170883	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	0
chr07	8202737	8202961	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	0
chr07	8226236	8228041	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	8228355	8230998	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr07	8233512	8236127	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr07	8262980	8264078	.	.	3	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0
chr07	8266692	8268489	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	8275123	8280433	.	.	3	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1
chr07	8281027	8285328	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr07	8309642	8310627	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	8343916	8344939	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	8345267	8349764	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	8358677	8360651	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	0
chr07	8361763	8362437	.	.	3	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
chr07	8362980	8371579	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	8373730	8383915	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr07	8383887	8386239	.	.	3	1	0	1	0	0	0	0	1	1	1	1	1	0	1	0
chr07	8392137	8394681	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	8397823	8400377	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	8406244	8408353	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr07	8410112	8416355	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	8417345	8418089	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	8423384	8431742	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr07	8432871	8433050	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	0
chr07	8438939	8440475	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	8444582	8445167	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	8449816	8451463	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	8454372	8456625	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	8460476	8467377	.	.	3	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
chr07	8479131	8479512	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	8505260	8506522	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	8506920	8512443	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	8515886	8518292	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr07	8523659	8524557	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr07	8539813	8543320	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr07	8546723	8550564	.	.	3	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1
chr07	8558731	8559459	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	0
chr07	8562809	8564484	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	8573188	8573718	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0
chr07	8641972	8643611	.	.	3	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
chr07	8644083	8649845	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	8651169	8659563	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	8659778	8660615	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	8673165	8678111	.	.	3	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1
chr07	8687002	8688042	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	8688650	8697858	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr07	8702458	8706862	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	8728284	8728928	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	8729238	8729441	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr07	8730587	8732160	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr07	8736437	8744476	.	.	3	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1
chr07	8760158	8762760	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	8763614	8765394	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	8766109	8769715	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	8777542	8781409	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	8784216	8784506	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	0
chr07	8784641	8786584	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	8787348	8790208	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	8790234	8791711	.	.	3	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
chr07	8800358	8800999	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	8801452	8806579	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	8807292	8810357	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	8832837	8840687	.	.	3	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1
chr07	8843244	8844497	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	8847929	8849149	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	8873208	8874452	.	.	3	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1
chr07	8884873	8889257	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	8901923	8908137	.	.	3	1	1	1	0	1	1	0	1	1	1	1	1	1	1	1
chr07	8930882	8931553	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	8933038	8933601	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	8947317	8947972	.	.	3	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0
chr07	9021560	9024521	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr07	9030019	9032590	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	9036750	9037252	.	.	3	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1
chr07	9050292	9052934	.	.	3	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
chr07	9054261	9055063	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	9063890	9065949	.	.	3	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1
chr07	9066721	9075816	.	.	3	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
chr07	9078623	9081052	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	9081481	9082518	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	9083933	9086984	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr07	9105136	9106886	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr07	9118010	9119921	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr07	9120634	9123413	.	.	3	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
chr07	9134253	9138006	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	9161531	9163349	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	9177468	9178264	.	.	3	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1
chr07	9185795	9187819	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr07	9196058	9201568	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	9204182	9207565	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	9208788	9210632	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	9212596	9214045	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr07	9233256	9236128	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	9243368	9243787	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	0
chr07	9244803	9246897	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	9254291	9255843	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	9293298	9301736	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr07	9311653	9314455	.	.	3	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
chr07	9315468	9319862	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	9350340	9352077	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	9360192	9362874	.	.	3	1	1	1	0	0	0	0	1	1	1	0	1	0	0	1
chr07	9384914	9385809	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	9400237	9401419	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	9401922	9403328	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	9404423	9405487	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	9406400	9411697	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr07	9426711	9430443	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr07	9437454	9441354	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	9442425	9450546	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	0	1	0
chr07	9479110	9484531	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	0
chr07	9507043	9510222	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	9511744	9513254	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	9514112	9516563	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	9523906	9530273	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr07	9531457	9535040	.	.	3	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
chr07	9536582	9540094	.	.	3	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1
chr07	9547058	9547912	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	9558878	9562017	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	0
chr07	9562260	9562436	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	0
chr07	9572405	9576202	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	9577404	9578343	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	9580361	9583777	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	9586207	9590044	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	9604410	9605802	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr07	9610307	9611747	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	9622365	9632882	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	9636603	9637415	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr07	9679957	9680217	.	.	3	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1
chr07	9683997	9684521	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr07	9687774	9689928	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	9690965	9697217	.	.	3	1	0	0	0	0	0	1	0	1	0	1	1	0	1	0
chr07	9702729	9704941	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	9705326	9707663	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	9708646	9710305	.	.	3	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
chr07	9712231	9713696	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	9726272	9727780	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	9736275	9738234	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	9739440	9741466	.	.	3	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
chr07	9743395	9743814	.	.	3	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1
chr07	9750671	9757875	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	9759169	9762919	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr07	9766653	9771935	.	.	3	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1
chr07	9774462	9774806	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	9776651	9777814	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr07	9783616	9785807	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	9785826	9787532	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	9787671	9791915	.	.	3	1	1	1	0	0	0	1	0	1	1	1	1	0	1	0
chr07	9793398	9794531	.	.	3	1	0	1	0	0	0	1	0	1	1	1	1	0	1	0
chr07	9803322	9804660	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr07	9806261	9809293	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	9814621	9824494	.	.	3	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
chr07	9827400	9827840	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr07	9837750	9839124	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	9841534	9845593	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	9855055	9855744	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr07	9864732	9866714	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	9889353	9891797	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	9896173	9909852	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	9911571	9912185	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr07	9913812	9915458	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	9917391	9921203	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	9963484	9969331	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr07	9975207	9975986	.	.	3	1	1	1	1	0	0	1	1	1	1	1	1	1	1	1
chr07	9998570	10001222	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	10005185	10008593	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr07	10017981	10022279	.	.	3	1	1	1	0	0	0	1	1	1	1	0	1	1	1	1
chr07	10022283	10022417	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	0
chr07	10029630	10036578	.	.	3	0	1	1	0	0	0	1	1	1	1	1	1	1	1	0
chr07	10046677	10047918	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	10052312	10053214	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr07	10053359	10053463	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr07	10062432	10066348	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	10067898	10068948	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	10080833	10081331	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	10082075	10088814	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	10091242	10091515	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	10092770	10093182	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	10094378	10094859	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	0	1	0
chr07	10097032	10100644	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	10115194	10115881	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	10118912	10122320	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	0	1	0
chr07	10137728	10138996	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	10142573	10144128	.	.	3	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
chr07	10149077	10150666	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	10152854	10154323	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	10166409	10169275	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	10169690	10173615	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	10179733	10185600	.	.	3	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
chr07	10193692	10196841	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr07	10197138	10198519	.	.	3	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
chr07	10200234	10203237	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	10207571	10213451	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	10215552	10217192	.	.	3	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1
chr07	10223824	10224943	.	.	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
chr07	10226681	10230675	.	.	3	1	1	1	0	0	1	1	1	1	1	1	1	1	1	1
chr07	10244886	10245740	.	.	3	1	1	1	0	0	0	1	1	1	1	1	1	1	1	1
chr07	10248440	10249613	.	.	3	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1
